ticker,type,contractSymbol,asof_datetime,lastTradeDate_dt,expiration,expiration_dt,days_to_exp,T,S,F,r,q,strike,moneyness,bid,ask,mid,spread,rel_spread,lastPrice,impliedVolatility,volume,openInterest,inTheMoney,currency,weight
SPY,call,SPY251226C00673000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:08:22+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,673.0,0.9948704734084229,5.76,6.44,6.1,0.6800000000000006,0.11147540983606567,5.95,0.10627114440917969,755.0,1040.0,True,USD,1.4705860726675388
SPY,call,SPY251226C00674000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:10:56+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,674.0,0.9963487356274549,5.14,5.18,5.16,0.040000000000000036,0.007751937984496131,5.23,0.09024957611083985,859.0,1007.0,True,USD,24.999375015624587
SPY,call,SPY251226C00675000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:12:44+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,675.0,0.9978269978464867,4.61,4.65,4.630000000000001,0.040000000000000036,0.008639308855291582,4.66,0.09143974975585936,5729.0,5125.0,True,USD,24.999375015624587
SPY,call,SPY251226C00676000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:12:36+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,676.0,0.9993052600655185,3.99,4.04,4.015000000000001,0.04999999999999982,0.012453300124532956,4.11,0.08966974792480469,5083.0,1461.0,True,USD,19.99960000799991
SPY,call,SPY251226C00677000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:13:12+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,677.0,1.0007835222845503,3.46,3.5,3.48,0.040000000000000036,0.011494252873563229,3.5,0.08863216064453125,7466.0,1093.0,False,USD,24.999375015624587
SPY,call,SPY251226C00678000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:12:49+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,678.0,1.0022617845035822,3.0,3.01,3.005,0.009999999999999787,0.003327787021630545,3.05,0.08777767700195313,14304.0,1977.0,False,USD,99.99000099990215
SPY,call,SPY251226C00679000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:13:14+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,679.0,1.003740046722614,2.52,2.56,2.54,0.040000000000000036,0.015748031496063006,2.55,0.08686215881347657,4610.0,1466.0,False,USD,24.999375015624587
SPY,call,SPY251226C00680000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:12:38+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,680.0,1.0052183089416458,2.16,2.19,2.175,0.029999999999999805,0.013793103448275773,2.18,0.08680112426757813,39326.0,8809.0,False,USD,33.33222225925824
SPY,call,SPY251226C00681000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:06:48+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,681.0,1.0066965711606777,1.76,1.79,1.775,0.030000000000000027,0.01690140845070424,1.86,0.08493957061767579,4332.0,2477.0,False,USD,33.332222259257996
SPY,call,SPY251226C00682000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:12:57+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,682.0,1.0081748333797096,1.45,1.46,1.455,0.010000000000000009,0.006872852233676982,1.47,0.08374939697265626,5941.0,2786.0,False,USD,99.99000099989993
SPY,call,SPY251226C00683000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:12:35+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,683.0,1.0096530955987413,1.16,1.18,1.17,0.020000000000000018,0.01709401709401711,1.21,0.08271180969238283,3914.0,2584.0,False,USD,49.99750012499371
SPY,call,SPY251226C00684000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:12:44+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,684.0,1.0111313578177732,0.93,0.95,0.94,0.019999999999999907,0.021276595744680753,0.95,0.08210146423339845,2743.0,3916.0,False,USD,49.997500124993984
SPY,call,SPY251226C00685000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:10:38+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,685.0,1.0126096200368049,0.75,0.76,0.755,0.010000000000000009,0.013245033112582794,0.75,0.08167422241210939,10232.0,7576.0,False,USD,99.99000099989993
SPY,call,SPY251226C00686000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:12:02+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,686.0,1.0140878822558368,0.56,0.58,0.5700000000000001,0.019999999999999907,0.035087719298245446,0.58,0.08033146240234376,2237.0,2017.0,False,USD,49.997500124993984
SPY,call,SPY251226C00687000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:10:31+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,687.0,1.0155661444748687,0.43,0.45,0.44,0.020000000000000018,0.0454545454545455,0.44,0.07984318603515625,1756.0,1680.0,False,USD,49.99750012499371
SPY,call,SPY251226C00688000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:11:37+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,688.0,1.0170444066939004,0.31,0.33,0.32,0.020000000000000018,0.06250000000000006,0.32,0.07862249511718751,2333.0,2834.0,False,USD,49.99750012499371
SPY,call,SPY251226C00689000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:07:04+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,689.0,1.0185226689129323,0.24,0.25,0.245,0.010000000000000009,0.04081632653061228,0.24,0.07825628784179689,1851.0,1975.0,False,USD,99.99000099989993
SPY,call,SPY251226C00690000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:10:25+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,690.0,1.0200009311319642,0.17,0.18,0.175,0.009999999999999981,0.05714285714285704,0.18,0.07740180419921877,13222.0,20884.0,False,USD,99.9900009999002
SPY,call,SPY251226C00691000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:11:49+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,691.0,1.021479193350996,0.12,0.13,0.125,0.010000000000000009,0.08000000000000007,0.12,0.07691352783203126,938.0,2026.0,False,USD,99.99000099989993
SPY,call,SPY251226C00692000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:10:41+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,692.0,1.0229574555700278,0.09,0.1,0.095,0.010000000000000009,0.10526315789473693,0.1,0.07740180419921877,1359.0,1247.0,False,USD,99.99000099989993
SPY,call,SPY251226C00693000,2025-12-18 21:43:21.071521+00:00,2025-12-18 20:53:49+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,693.0,1.0244357177890597,0.07,0.08,0.07500000000000001,0.009999999999999995,0.13333333333333325,0.09,0.07862249511718751,1295.0,2771.0,False,USD,99.99000099990006
SPY,call,SPY251226C00694000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:11:37+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,694.0,1.0259139800080914,0.05,0.06,0.055,0.009999999999999995,0.18181818181818174,0.05,0.07862249511718751,963.0,1492.0,False,USD,99.99000099990006
SPY,call,SPY251226C00695000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:00:47+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,695.0,1.0273922422271233,0.04,0.05,0.045,0.010000000000000002,0.22222222222222227,0.04,0.0805756005859375,2363.0,3359.0,False,USD,99.9900009999
SPY,put,SPY251226P00565000,2025-12-18 21:43:21.071521+00:00,2025-12-18 20:52:14+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,565.0,0.8352181537529851,0.04,0.05,0.045,0.010000000000000002,0.22222222222222227,0.04,0.43066975585937506,212.0,913.0,False,USD,99.9900009999
SPY,put,SPY251226P00570000,2025-12-18 21:43:21.071521+00:00,2025-12-18 19:10:33+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,570.0,0.8426094648481443,0.04,0.05,0.045,0.010000000000000002,0.22222222222222227,0.05,0.41211525390625,34.0,1034.0,False,USD,99.9900009999
SPY,put,SPY251226P00575000,2025-12-18 21:43:21.071521+00:00,2025-12-18 18:23:51+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,575.0,0.8500007759433035,0.05,0.06,0.055,0.009999999999999995,0.18181818181818174,0.04,0.40039662109375,14.0,617.0,False,USD,99.99000099990006
SPY,put,SPY251226P00580000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:01:17+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,580.0,0.8573920870384626,0.05,0.06,0.055,0.009999999999999995,0.18181818181818174,0.06,0.38086556640624997,145.0,620.0,False,USD,99.99000099990006
SPY,put,SPY251226P00585000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:01:24+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,585.0,0.8647833981336218,0.06,0.07,0.065,0.010000000000000009,0.15384615384615397,0.06,0.36817038085937503,536.0,826.0,False,USD,99.99000099989993
SPY,put,SPY251226P00590000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:00:25+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,590.0,0.8721747092287809,0.06,0.07,0.065,0.010000000000000009,0.15384615384615397,0.07,0.348639326171875,127.0,890.0,False,USD,99.99000099989993
SPY,put,SPY251226P00595000,2025-12-18 21:43:21.071521+00:00,2025-12-18 20:46:41+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,595.0,0.87956602032394,0.07,0.08,0.07500000000000001,0.009999999999999995,0.13333333333333325,0.06,0.334967587890625,27.0,1895.0,False,USD,99.99000099990006
SPY,put,SPY251226P00600000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:04:59+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,600.0,0.8869573314190993,0.07,0.08,0.07500000000000001,0.009999999999999995,0.13333333333333325,0.09,0.3154365332031249,238.0,3682.0,False,USD,99.99000099990006
SPY,put,SPY251226P00605000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:02:40+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,605.0,0.8943486425142584,0.08,0.09,0.08499999999999999,0.009999999999999995,0.11764705882352937,0.1,0.299811689453125,110.0,976.0,False,USD,99.99000099990006
SPY,put,SPY251226P00610000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:00:20+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,610.0,0.9017399536094176,0.09,0.1,0.095,0.010000000000000009,0.10526315789473693,0.1,0.2841868457031249,605.0,1275.0,False,USD,99.99000099989993
SPY,put,SPY251226P00615000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:11:36+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,615.0,0.9091312647045767,0.1,0.11,0.10500000000000001,0.009999999999999995,0.09523809523809518,0.11,0.26758544921875,320.0,4145.0,False,USD,99.99000099990006
SPY,put,SPY251226P00620000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:11:05+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,620.0,0.9165225757997358,0.12,0.13,0.125,0.010000000000000009,0.08000000000000007,0.13,0.2534254345703125,97.0,2844.0,False,USD,99.99000099989993
SPY,put,SPY251226P00625000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:11:11+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,625.0,0.9239138868948951,0.14,0.15,0.14500000000000002,0.009999999999999981,0.06896551724137917,0.14,0.23828886718749998,210.0,2810.0,False,USD,99.9900009999002
SPY,put,SPY251226P00630000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:09:13+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,630.0,0.9313051979900542,0.16,0.17,0.165,0.010000000000000009,0.060606060606060656,0.17,0.22144333251953124,818.0,2664.0,False,USD,99.99000099989993
SPY,put,SPY251226P00635000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:08:27+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,635.0,0.9386965090852134,0.2,0.22,0.21000000000000002,0.01999999999999999,0.09523809523809518,0.21,0.2087481469726562,1166.0,2739.0,False,USD,49.99750012499377
SPY,put,SPY251226P00640000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:10:34+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,640.0,0.9460878201803725,0.27,0.28,0.275,0.010000000000000009,0.03636363636363639,0.27,0.1948322705078125,2128.0,4119.0,False,USD,99.99000099989993
SPY,put,SPY251226P00645000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:13:05+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,645.0,0.9534791312755317,0.36,0.38,0.37,0.020000000000000018,0.054054054054054106,0.37,0.18262536132812499,1706.0,3918.0,False,USD,49.99750012499371
SPY,put,SPY251226P00648000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:11:11+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,648.0,0.9579139179326271,0.45,0.47,0.45999999999999996,0.019999999999999962,0.04347826086956514,0.46,0.17591156127929689,461.0,3149.0,False,USD,49.99750012499384
SPY,put,SPY251226P00649000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:07:48+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,649.0,0.9593921801516591,0.49,0.51,0.5,0.020000000000000018,0.040000000000000036,0.5,0.17408052490234377,397.0,1150.0,False,USD,49.99750012499371
SPY,put,SPY251226P00650000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:08:36+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,650.0,0.9608704423706909,0.53,0.54,0.535,0.010000000000000009,0.018691588785046745,0.51,0.17115086669921875,3689.0,4414.0,False,USD,99.99000099989993
SPY,put,SPY251226P00651000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:07:20+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,651.0,0.9623487045897227,0.58,0.6,0.59,0.020000000000000018,0.0338983050847458,0.59,0.17017431396484378,175.0,1506.0,False,USD,49.99750012499371
SPY,put,SPY251226P00652000,2025-12-18 21:43:21.071521+00:00,2025-12-18 20:34:31+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,652.0,0.9638269668087546,0.63,0.64,0.635,0.010000000000000009,0.015748031496063006,0.42,0.16748879394531252,180.0,1064.0,False,USD,99.99000099989993
SPY,put,SPY251226P00653000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:07:51+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,653.0,0.9653052290277864,0.68,0.69,0.685,0.009999999999999898,0.014598540145985252,0.68,0.16529155029296877,177.0,1235.0,False,USD,99.99000099990104
SPY,put,SPY251226P00654000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:07:34+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,654.0,0.9667834912468182,0.76,0.78,0.77,0.020000000000000018,0.025974025974025997,0.75,0.16510844665527347,107.0,494.0,False,USD,49.99750012499371
SPY,put,SPY251226P00655000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:07:34+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,655.0,0.96826175346585,0.83,0.85,0.84,0.020000000000000018,0.023809523809523832,0.82,0.16333844482421878,1780.0,4630.0,False,USD,49.99750012499371
SPY,put,SPY251226P00656000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:07:51+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,656.0,0.9697400156848819,0.88,0.9,0.89,0.020000000000000018,0.02247191011235957,0.88,0.16028671752929688,479.0,717.0,False,USD,49.99750012499371
SPY,put,SPY251226P00657000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:10:24+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,657.0,0.9712182779039137,0.97,1.0,0.985,0.030000000000000027,0.0304568527918782,0.95,0.15931016479492188,467.0,1657.0,False,USD,33.332222259257996
SPY,put,SPY251226P00658000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:11:19+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,658.0,0.9726965401229455,1.06,1.07,1.065,0.010000000000000009,0.009389671361502356,1.06,0.15662464477539065,558.0,1121.0,False,USD,99.99000099989993
SPY,put,SPY251226P00659000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:01:27+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,659.0,0.9741748023419774,1.16,1.19,1.1749999999999998,0.030000000000000027,0.025531914893617048,1.14,0.1557701611328125,3236.0,19514.0,False,USD,33.332222259257996
SPY,put,SPY251226P00660000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:13:10+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,660.0,0.9756530645610092,1.29,1.32,1.3050000000000002,0.030000000000000027,0.022988505747126454,1.28,0.1549156774902344,2844.0,5983.0,False,USD,33.332222259257996
SPY,put,SPY251226P00661000,2025-12-18 21:43:21.071521+00:00,2025-12-18 20:59:14+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,661.0,0.977131326780041,1.39,1.4,1.395,0.010000000000000009,0.007168458781362013,1.3,0.15161981201171876,265.0,1127.0,False,USD,99.99000099989993
SPY,put,SPY251226P00662000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:00:05+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,662.0,0.9786095889990728,1.52,1.55,1.5350000000000001,0.030000000000000027,0.019543973941368094,1.44,0.15070429382324224,687.0,1189.0,False,USD,33.332222259257996
SPY,put,SPY251226P00663000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:00:05+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,663.0,0.9800878512181047,1.7,1.72,1.71,0.020000000000000018,0.01169590643274855,1.59,0.14991084472656252,767.0,1320.0,False,USD,49.99750012499371
SPY,put,SPY251226P00664000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:05:15+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,664.0,0.9815661134371365,1.82,1.85,1.835,0.030000000000000027,0.01634877384196187,1.82,0.14734739379882814,3821.0,1616.0,False,USD,33.332222259257996
SPY,put,SPY251226P00665000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:12:26+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,665.0,0.9830443756561683,2.0,2.02,2.01,0.020000000000000018,0.009950248756218916,2.0,0.14563842651367187,2654.0,2773.0,False,USD,49.99750012499371
SPY,put,SPY251226P00667000,2025-12-18 21:43:21.071521+00:00,2025-12-18 20:59:28+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,667.0,0.986000900094232,2.43,2.47,2.45,0.040000000000000036,0.01632653061224491,2.15,0.14414308013916016,2240.0,1423.0,False,USD,24.999375015624587
SPY,put,SPY251226P00668000,2025-12-18 21:43:21.071521+00:00,2025-12-18 21:11:00+00:00,2025-12-26,2025-12-26 00:00:00+00:00,7.0948950055439814,0.019438068508339675,676.469970703125,676.469970703125,0.0,0.0,668.0,0.9874791623132638,2.6,2.63,2.615,0.029999999999999805,0.011472275334607955,2.6,0.14075566284179689,1085.0,1176.0,False,USD,33.33222225925824
